Company,items,industry,description
한국카본,"탄소섬유(카본프리프레그(낚시대,테니스라켓,골프 Shaft,스포츠레저용품)),합성수지,글라스페이퍼,LNG선박용 단열판넬 제조,도매","구조용 금속제품, 탱크 및 증기발생기 제조업","기업개요
동사는 1984년 9월 17일 탄소섬유 및 합성수지 제조를 주사업목적으로 설립됨.
낚시대 재료인 Carbon Sheet를 생산하며 1984년 설립, 출범하였으며, 이후 LNG의 수요 증대와 더불어 LNG 운반선 화물창의 핵심 부품인 INSULATION PANEL 생산하고 있음.
한국의 고유 문화인 온돌 문화에 영향을 끼치는 바닥장식재의 필수 재료인 Glass Paper를 생산, 납품하고 있음.
출처 : 에프앤가이드"
화성산업,아파트 건설,건물 건설업,"기업개요
동사는 건설사업 전부문 ISO 9001과 14001,45001 시스템 인증을 바탕으로한 품질,환경,안전보건경영, 반세기 넘게 축적된 첨단 기술력, 확고한 재무안정성을 바탕으로 건축부문, 토목부문등 수주산업을 주력.
'화성파크드림' 브랜드 명성을 전국적으로 확고히 하고 최첨단 품질 아파트로서 주택시장을 선도.
동사의 2022년도 종합시공능력평가액은 1조167억원으로 전국 건설업체 중 시공능력평가 순위는 42위를 기록함.
출처 : 에프앤가이드"
SG,"아스콘, 레미콘",기타 비금속 광물제품 제조업,"기업개요
동사는 아스콘, 레미콘, 부동산 개발 및 시행, 환경관련 플랜트설비 등을 영위하고 있는 기업으로 2018년 코스닥시장에 상장되었음.
건설부문은 기술영업, 건설, 장비운용 부문으로 구분. 순환골재 제조시스템과 수지보강 아스콘에 대한 특허를 취득, 아스콘 연구개발을 선도 중.
2016년 9월 종속회사였던 경인레미콘과 합병을 통해 레미콘 사업에 진출한 바 있음. 현재 동사의 기존 주력 제품인 아스콘과 영업적 시너지를 창출하고 있음.
출처 : 에프앤가이드"
나라엠앤디,"금형,사출 및 판금부품",특수 목적용 기계 제조업,"기업개요
동사는 1999년 LG전자 생산기술센터 금형공장을 스핀오프 방식으로 분할하여 설립된 금형 전문 업체임. 2001년 6월 코스닥 시장에 상장됨.
동사는 금형 제작 사업과 함께 금형을 이용한 자동차, 가전부품 양산 사업도 영위 중임.
자동차금형은 Transmission류, Seat류, Bumper류, Carrier류 등의 금형을 위주로 생산하고 있으며, 그 외 가전 및 전기차구동용 모터코어금형 금형을 생산하고 있음.
출처 : 에프앤가이드"
다원시스,"핵융합 전원장치, 플라즈마 전원장치, 태양광 CVD 전원장치, 산업용 특수정류기","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","기업개요
동사는 특수전원장치 제조 및 판매를 목적으로 1996년 1월 9일 설립됨.
국내시장에서 핵융합 전원 장치를 공급하는 유일 업체로 특수전원장치 사업과 전자유도가열 사업을 주요 사업으로 영위하고 있음.
특수전원장치 중 핵융합전원 장치는 국가 연구기관을 대상, 플라스마 전원 장치는 환경 설비 전문 업체인 포스코 ICT와 민간기업인 반도체 세정장비 제조업체들을 대상으로 제품을 공급함.
출처 : 에프앤가이드"
대모,"유압브레이커, 특수장비/부품, 퀵커플러 등",특수 목적용 기계 제조업,"기업개요
동사는 1987년 설립 후 1989년 법인으로 전환하였으며, 설립 후 현재까지 32년간 굴삭기 어태치먼트(부착물)인 유압브레이커, 퀵커플러 등을 제조 및 판매 중임.
동사의 굴삭기용 어태치먼트는 굴삭기에 탈부착하여 조작자가 원하는 기능을 부여하는 제품임.
한편 동사는 초기 해외수입에 의존하던 어태치먼트를 국산화에 성공한 업체임. 이를 통해 신속한 A/S대응이 가능해졌고, 제품의 가격 또한 현저히 낮추는 효과를 야기함.
출처 : 에프앤가이드"
모델솔루션,"하이엔드 프로토타입 제조, 다품종 소량생산 서비스",특수 목적용 기계 제조업,"기업개요
1993년 설립 이후, Apple, Amazon, Samsung, Google, Tesla, Abbott, Novartis 등 전세계 500여 고객사를 지원하는 첨단 기술 솔루션 회사.
Hi-Fi 외형 모델부터 최첨단 우주항공 및 로보틱스 메가트로닉스 부품, 첨단 기술 의료 디바이스 부품에 이르기까지 생산 공정 및 품질 관리 시스템을 기반으로 탁월한 토탈 솔루션을 제공.
출처 : 에프앤가이드"
비나텍,초고용량 커패시터(슈퍼커패시터),일차전지 및 축전지 제조업,"기업개요
1999년 7월 26일에 설립해 전자부품 종합유통전문회사로 출발하여, 슈퍼커패시터 분유로 사업을 확대, 수소연료전지 부품의 양산준비를 위해 완주1공장을 완공.
슈퍼커패시터는 과학기자재용 장난감부터 친환경발전소(태양열, 풍력) 및 자동차에 이르기까지 다양한 응용분야에 적용되고 있음.
응용분야와 기술적 발전은 화학전지(리튬이차전지, 납축전지)의 보완재 및 일부대체하는 형태로 그 쓰임새가 다양화되고 있음.
출처 : 에프앤가이드"
서한,"건축, 토목",건물 건설업,"기업개요
동사는 1971년 대구주택공사로 설립되어 1994년 코스닥에 상장된 기업으로 대구를 기반으로 한 건설업체임.
동사는 건설부문에 건축, 토목 등의 사업을 영위하고 있으며 주택건설사업, 토목, 건축 공사업, 포장공사업, 전기공사업, 위생, 냉난방사업, 토목건축자재 생산판매업 등을 영위함.
한편 토목 부문은 도로, 교량, 철도, 지하철, 환경 상수도시설 등의 분야에서 50년간 축적된 기술력을 바탕으로 안정적인 경영기반을 마련하였음.
출처 : 에프앤가이드"
성광벤드,관이음쇠,1차 철강 제조업,"기업개요
동사는 금속관이음쇠의 제조 및 판매 등을 주요영업으로 영위할 목적으로 1980년 2월 23일에 설립되었고, 2001년 1월 9일 코스닥시장에 상장함.
동사가 영위하는 목적사업으로는 관 이음쇠의 제조 및 판매업, 수출품 제조업, 부동산 임대업, 기계제조 및 판매업 등이 있음.
철강관이음쇠 산업은 과거 탄소강 중심의 배관용 자재였으나 지속적인 소재산업의 발달에 힘입어 수입에 의존하던 품목을 국내기술로 생산, 공급하게 되었음.
출처 : 에프앤가이드"
수성샐바시온,전동지게차,일반 목적용 기계 제조업,"기업개요
동사는 전동지게차 및 물류기계등을 생산공급할 목적으로 1982년 설립되었음. 동사의 사업부문은 산업용 트럭 및 적재기 제조업의 단일 사업부문으로 구성됨.
동사의 제품 품목은 전동지게차, 리프트, 고소작업대, 견인차, 스테카, 전동차, 파렛트, 부품 및 단품판매로 구성되어 있음.
2021년 기준 동사의 전동 지게차 내수 판매시장 점유율은 5%, 소형운반기계 국내 매출액 점유율은 15%임.
출처 : 에프앤가이드"
신진에스엠,표준 플레이트,기타 금속 가공제품 제조업,"기업개요
동사는 2001년 설립되었으며 자체 보유기술로 제작된 정밀가공설비를 이용하여 기계산업에 기초부품인 표준 플레이트를 생산하여 관련분야에 공급하는 것을 주사업으로 하고 있음.
국내외 총 40 여건의 가공설비 관련한 핵심 특허 보유, 상하면, 양측면 동시가공 장치, 금속판재의 절개홈 이격 장치, 금속판재 절삭용 원형톱날 등 원가절감 및 제작효율 향상이 동사의 핵심 경쟁력임.
최근 자동화설비 투자를 통해 B2B 통합수주시스템을 개발함.
출처 : 에프앤가이드"
아스트,항공기용 부품 제조 및 동체 조립,"항공기,우주선 및 부품 제조업","기업개요
동사는 항공기 부품 제작, 항공기 부분품 조립 및 관련 치공구류의 생산, 판매를 주요 사업 목적으로 2001년 4월에 설립됨.
동사는 우수한 연구/기술인력을 바탕으로 항공기용 부품을 제조하여 해외 및 국내에 공급하고 있음.
2016년 설립된 연결대상 종속회사 (주)에이에스티지는 당사의 수주제품인 항공기용 조립부품 및 치공구를 생산하여 공급하고 있으며, 거래처 확대를 위한 기반을 다져가고 있음.
출처 : 에프앤가이드"
에이치케이,레이저가공 절단기,특수 목적용 기계 제조업,"기업개요
동사는 1990년 5월 30일에 설립되었으며, 2000년 9월 5일에 코스닥시장에 상장되었음.
동사는 레이저가공기의 제조 및 판매를 지배적 단일 사업으로 영위하는 업체로써 연결대상 종속회사도 동일 사업부문을 영위하고 있음.
동사는 최적화된 기계설계를 통해 초경량, 초정밀 산업용 고출력 레이저가공기를 제작하고 있으며, 특히 금속 및 비금속 절단기의 제조 및 판매에 전문성을 갖추고 있음.
출처 : 에프앤가이드"
에이트원,VR기반 교육훈련용솔루션,소프트웨어 개발 및 공급업,"기업개요
동사는 2008년 11월에 설립되었으며, 아이비케이에스 제4호 기업인수목적 주식회사는 주식회사 솔트웍스와 2016년 11월 21일 합병을 완료한 후 사명을 주식회사 솔트웍스로 변경함.
방위산업에 속하는 가상훈련시스템 개발, 종합군수지원 사업 등 국방 교육훈련용 솔루션 개발 및 서비스를 주요사업으로 영위하고 있음.
국방 교육훈련용 솔루션을 기반으로 민수분야로 사업 영역을 확대하여 안전 및 공공분야 체험형 VR시뮬레이션을 개발중임.
출처 : 에프앤가이드"
우리기술,"시스템사업, 정보통신사업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","기업개요
2000년 6월에 코스닥시장에 주식을 상장했으며, 대주주 및 그 특수관계자가 9.02%의 지분을 소유하고 있음.
동사는 시스템사업부문, SOC사업부문, 바이오사업부문, 해상풍력사업부문, 신규사업부문, 임대사업부문으로 나누어 사업을 영위하고 있음.
무선 네트워크기술 및 DSP등의 하드웨어 설계기술, 실시간 OS 관련기술, 인터넷접속 및 네트워크 응용 관련기술, 데이터베이스 처리기술 등과 관련된 고급 기반기술들을 확보 중임.
출처 : 에프앤가이드"
웰크론한텍,"에너지절감설비,자동화배합설비,환경설비",건물 건설업,"기업개요
동사는 1994년 설립되어 물, 환경, 에너지 관련 플랜트 및 종합건설을 주사업으로 영위하고 있음.
플랜트 부문/에너지부문은 식품제약 설비, 농축/결정/중류/건조 설비, 환경설비, 에너지 발전 설비 등을 서비스 하고 있으며, 건설부문은 일반 도급공사 뿐만 아니라 EPC 전문 건설 서비스를 제공함.
종속회사는 플랜트부문 중국시장 진출을 위한 법인과 건설부문의 사업을위한 법인으로 건축설계, 감리 및 CM등을 영위하고 있음.
출처 : 에프앤가이드"
유진기업,레미콘,"시멘트, 석회, 플라스터 및 그 제품 제조업","기업개요
동사는 1984년 6월에 설립되어 레미콘의 제조, 판매와 건설업을 주요사업으로 하고 있으며 시멘트 및 골재 등을 이용하여 건자재를 생산, 판매하고 있음.
레미콘 제품은 시멘트, 자갈, 모래 등의 원재료를 공장으로 운송, 제조 공정을 거친 후 레미콘 트럭으로 제한 시간 내 건설 현장에 운송하므로 제조업과 운송업의 양면성을 지니고 있음.
시멘트업은 일반 제조업에 비하여 가동율이 저조한 편이며, 수요에 대하여 공급이 비탄력적임.
출처 : 에프앤가이드"
유진로봇,"청소로봇, 완구류외",특수 목적용 기계 제조업,"기업개요
동사는 현재 지능형 서비스 로봇 등 판매, 제조를 영위하고 있으며, 자율주행 솔루션 부문과 청소로봇 부문, 산업자동화 설비 시스템 부문으로 구성됨.
자율주행솔루션 부문은 고카트, 라이다센서, 로봇자동화 패키지 등의 사업이 있고, 청소로봇 부문은 아이클레보 오메가, 아이클레보 지니 등이 있음.
산업자동화 설비 시스템 부문의 사업분야는 반도체와 자동차 부품의 조립검사 시스템을 공급하는 사업분야로 나누어짐.
출처 : 에프앤가이드"
일진파워,"열교환기,압력용기",전기 및 통신 공사업,"기업개요
동사는 1990년 설립되여 발전경상, 원자력, 신성장, 수소에너지사업을 영위하고 있으며, 종속회사를 통해 화공기기 제작 / PLANT 설비시공사업을 함께 영위하고 있음.
1998년 설립된 기술연구소는 지식경제부에 등록되어진 연구기관이며, 한국원자력 연구원 등 국내 유수의 연구기관과 공동 프로젝트를 다수 진행하였음.
2022년 10월 한수원 수문 정비공사, 수문 부속설비 정비공사 유자격공급자 지위를 취득함.
출처 : 에프앤가이드"
제룡산업,송배전 금구류 및 합성수지 제품,"구조용 금속제품, 탱크 및 증기발생기 제조업","기업개요
동사는 2011년 제룡전기로부터 인적분할하여 설립된 송전자재, 배전자재, 지중선자재, 통신기자재, 철도자재를 제조 판매하는 기업임.
동사의 사업부문은 송/배전, 통신 및 철도전차선 금구류의 금속제품부문과 가공 및 지중배전 수지제품의 합성수지제품부문으로 구분됨.
동사 제품매출의 대부분은 주문에 의한 다품종 소량생산 방식으로 생산하여 한국전력공사 등 국내 주요 공공기관과 민수시장에 직/간접적으로 공급하고 있음.
출처 : 에프앤가이드"
제이오,"탄소나노튜브, 금속탱크 및 유사용기","건축기술, 엔지니어링 및 관련 기술 서비스업","기업개요
동사가 영위하는 사업은 크게 플랜트엔지니어링 사업과 전지소재 제조 및 판매 사업으로 구분할 수 있음
이차전지, 전자재료, 항공우주 등에 필요한 소재생산설비와 식품, 석유화학, 에너지 산업 등 다양한 분야에서 공정설계, 기본 및 상세설계, 사업관리, 시운전 등 EPC 관련 서비스를 제공하고 있음.
이차전지 도전재용 탄소나노튜브를 연구 개발하여 독자적인 기술을 보유함.
출처 : 에프앤가이드"
케이엔솔,클린룸 설비,일반 목적용 기계 제조업,"기업개요
동사의 사업부문은 산업용 클린룸, 바이오 클린룸, 드라이룸, 교량건설업 부문으로 나뉨.
초기 기술자문, 설계, 시공, 감리, 기자재 구매 및 검사, 시운전 및 운영지도, 기류해석 및 개선 등의 토탈 솔루션을 국내외 주요 반도체 업체 및 휴대전화, 2차전지, 바이오업체 등으로 공급하고있음.
22년 10월 종속회사 (주)원방삼현이 종속회사 삼현에이치(주)를 흡수합병하며 교량거더산업을 영위하며, 주요 수요처는 공기업과 지방자치단체임.
출처 : 에프앤가이드"
테라사이언스,유압용 관이음쇠,기타 금속 가공제품 제조업,"기업개요
동사는 1993년 설립되어 유압용 관이음쇠를 제조하고 있음.
유압용 관이음쇠는 다양한 부문에서 사용되지만, 동사는 주로 건설중장비, 산업차량, 군장비, 농업용 기계 등에 사용되는 고압용 유압 관이음쇠를 생산하고 있음.
동사의 사업부분은 피팅/유압부문,리튬관련사업부문으로 구분되며, 종속회사인 (주)신안리튬을 통한 리튬생산사업과 소켓게이밍㈜을 통한 가상자산FlatForm 사업을 영위하고 있음 .
출처 : 에프앤가이드"
프리엠스,"건설장비용 전장품,제어기","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","기업개요
동사는 건설중장비용 MCU, 클러스터, Flasher Unit을 개발하여 일부 모델에 공급을 하고 있음.
본사공장에 ""SMT Line"" 생산설비를 구축하였으며 장비개발 업체들에게도 쉽게 자사제품을 생산할 수 있는 기회를 제공하고 있음.
기계제어사업은 생산설비에 투자할 재원 부족으로 인해 개발된 기술을 두고도 제품화하지 못하는 기업들에게 새로운 활기을 제공할 수 있음.
출처 : 에프앤가이드"
피앤씨테크,배전자동화단말장치,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","기업개요
동사는 전력계통의 배전분야에서 정전을 최소화하고, 안전한 전력을 공급하기 위한 디지털전력기기를 생산하는 전력 IT 전문기업임.
동사의 기술로 개발된 제품들 중 배전자동화 단말장치(2005년, 2016년 12월말)와 디지털보호계전기(2009년)는 정부기관으로부터 차세대 세계일류상품으로 지정되었음.
동사는 전력기기 제품 이외에 SCADA 소프트웨어를 자체 개발하여 관련 소프트웨어 3건을 한국소프트웨어 산업협회에 등록하였음.
출처 : 에프앤가이드"
한양이엔지,반도체배관설비,"건축기술, 엔지니어링 및 관련 기술 서비스업","기업개요
동사는 반도체 및 디스플레이 Fab 설비에 필수적인 초고순도(UHP) 특수설비 및 기타 엔지니어링 서비스를 제공하고 있음.
진공설비사업 전문화 및 환경사업 강화를 목적으로 하이벡 주식회사를 동사 지분 100%로 설립함.
산업플랜트(일반산업, 가스산업), 환경 및 그린에너지, 우주항공 관련 특수설비 분야에서도 고유의 기술을 기반으로 사업을 확장하고 있으며 주요 매출처는 삼성전자, 삼성물산, SK하이닉스임.
출처 : 에프앤가이드"
현대무벡스,"물류자동화, IT서비스",일반 목적용 기계 제조업,"기업개요
동사는 현대그룹 계열사로 2011년 8월 1일 최초 설립되어 엔에이치기업인수목적14호 주식회사와 2021년 3월 4일(합병등기일)에 합병을 완료함.
동사는 물류자동화, 승강장안전문(PSD), IT서비스를 주요 사업으로 영위하고 있음.
스토리지, 셔틀, 반송, 분류 시스템 무인대차 등의 물류 프로세스 자동화 구현에 필요한 제품, 시공, 컨설팅, 유지보수 등의 물류자동화 토탈솔루션 서비스를 제공하고 있음.
출처 : 에프앤가이드"
GS글로벌,"수출입업(시멘트,철강금속,전기전자,섬유,기계화학),상품중개,광업,채석업/하수처리 서비스/부동산 임대",상품 종합 도매업,"기업개요
1954년 국제무역을 전문으로 하는 금성산업라는 이름으로 설립됨. 1975년에 쌍용으로 상호가 변경되었고, 2009년 7월에 GS로 대주주가 변경되며 현재의 상호를 사용함.
철강, 석유화학, 에너지 등의 무역/유통, 수입차 PDI, 특장차 제조 등 물류부문, 정유, 석유화학 플랜트 및 복합화력발전 설비의 제조, 개발 및 신사업 등 총 4개의 사업을 영위함.
트레이딩 사업은 소비재 보다는 철강, 석유화학 등 산업재 비중이 높음.
출처 : 에프앤가이드"
HDC랩스,"기계설비공사, 스마트홈, 지능형 빌딩, SOC, 인테리어, 조경, 시설관리",전기 및 통신 공사업,"기업개요
동사는 홈서비스, 스마트빌딩(IBS), SOC, M&E, 리얼티, 인테리어/조경의 6개 사업부문을 영위하고 있음.
현재 포스코건설 외 15개 종합건설사의 주 협력회사로 등록되어 대형 건설사를 위주로 수주 기회를 확대하는 등 경쟁력을 강화하고 있음.
스마트홈 산업은 사물인터넷과의 접목이 가장 용이한 산업으로 향후 사물인터넷 시장의 성장에 따라 스마트홈 시장의 성장 또한 더욱더 가속화를 보일 것으로 예상됨.
출처 : 에프앤가이드"
HD현대건설기계,"굴삭기, 지게차, 휠로더 등",일반 목적용 기계 제조업,"기업개요
동사는 인적분할하여 설립된 신설회사로 2017년 5월 재상장하였으며, 분할 전 회사인 현대중공업의 건설장비사업부문을 영위하고 있음.
건설기계 산업의 시장침체가 새로운 성장 사이클에 접어들면서 현지화 모델, 전략적 제휴 등을 통한 신흥시장, 주력시장에서의 판매확대를 추진하고 있음.
19년 분사하였던 현대코어모션은 2021년 10월 1일부로 현대건설기계와 합병하였음.
출처 : 에프앤가이드"
HL D&I,"토목,건축,전기,환경사업,준설공사,포장공사,주택,중기임대",토목 건설업,"기업개요
동사는 1980년 5월 2일에 설립, 1994년 상장된 종합건설업체로 국내외 토목공사, 건축공사, 주택건설공사 등 건설업을 영위하고 있음.
에이치엘로지스앤코, 목포신항만운영, 배곧신도시지역특성화타운, 에이치엘에코텍 등의 종속회사가 있으며 해외(중국) 부동산개발업, 항만시설운영업, 시설물관리업, 골프장 운영 및 관리 등을 영위함.
발주자로부터 주문을 받아 생산활동에 착수하고 구조물, 건축물을 완성하여 인도하는 수주산업의 성격을 띔.
출처 : 에프앤가이드"
KC코트렐,전기집진기 등,일반 목적용 기계 제조업,"기업개요
동사는 2010년 케이씨그린홀딩스로부터 인적 분할을 통하여 설립됨. 환경오염방지시설에 필요한 기계장치 생산 및 태양광발전 사업을 영위하는 글로벌 환경산업 기업임.
동사는 CCS(이산화탄소 포집)연구사업, RHDS(중질유 탈황촉매 재제조) 연구사업, 터널 집진기 연구 등을 수행하며 연구과제 사업화를 꾸준히 수행하고 있음.
신규사업으로 해외시장을 중심으로 폐기물 및 바이오매스 에너지화 설비 사업을 전개하고 있음.
출처 : 에프앤가이드"
KSS해운,"특수화물해상운송(액화가스,LPG,암모니아,VCM,석유화학제품 등), 선박대여",해상 운송업,"기업개요
동사는 1969년 설립되어 동북아 지역에서 액화가스 및 석유화학제품의 해상운송서비스 사업을 영위하여 왔으며, 2007년 10월 26일 유가증권시장에 상장함.
독보적인 지위와 높은 신용도를 바탕으로 재무구조가 튼튼한 화주 및 용선주와의 장기계약 및 계약 연장을 통해 기복이 심한 해운업의 특성을 극복하고 있음.
동사는 수익을 창출하는 선박의 종류를 기준으로 사업부문을 가스선과 케미칼선 부문으로 구분하고 있음.
출처 : 에프앤가이드"
LG,지주회사,기타 금융업,"기업개요
1947년 설립되었으며, LGCI와 LGEI와의 합병을 통해 2003년 3월 국내 최초 순수 지주회사로 전환함.
연결대상 종속회사들이 영위하는 사업은 IT서비스업(LG CNS), 부동산 종합서비스업(디앤오), 경제경영 교육 및 자문업(LG경영개발원), 스포츠(LG스포츠), 부동산 임대업임.
LG전자, LG화학, LG유플러스를 포함 총 9개의 국내자회사를 보유하고 있음. 영업수익(별도)은 배당수익, 상표권 사용수익, 임대수익 등임.
출처 : 에프앤가이드"
STX엔진,"엔진,터빈,내연기관 제조,도매",일반 목적용 기계 제조업,"기업개요
동사는 1976년 쌍용중공업으로 설립되어 2001년 쌍용그룹에서 분리되었음. 2014년 이후 STX그룹으로부터 계열분리되었음.
현재 동사의 주요 사업부문은 크게 민수(선박,발전), 특수(방산), 전자통신의 3가지로 구성되어 있음.
조선소와 발전소 등에 선박용 및 발전기용 디젤엔진, 육군과 해군 등에 육상용 및 해상용 방위산업 엔진과 국방부 및 조선소 등에 전자통신장비 등을 공급하고 있음.
출처 : 에프앤가이드"
가온전선,"전력선,통신케이블 제조,도매,수출입",절연선 및 케이블 제조업,"기업개요
동사의 연결기업은 전력케이블 및 통신케이블 등을 생산하는 국내 3대 전선 전문 제조업체로서 고객 중심 영업 활동을 적극 전개하여 내수 및 수출시장 확대에 노력하고 있음.
최근에는 동남아, 북미 지역 투자를 결정하여 해외시장 개척 중.
'모보', '이지전선', '디케이씨' 와 같은 3개의 회사를 연결대상 종속회사로 보유하고 있으며 절연선 및 케이블 제조업을 주요사업으로 영위함.
출처 : 에프앤가이드"
강남제비스코,"도료(페인트,락카,신나,에나멜,바니쉬),안료 제조,판매",기타 화학제품 제조업,"기업개요
동사의 연결회사는 주요사업으로 도료 및 관련제품을 생산/판매하고 있으며, 접착제 및 합성수지의 제조/판매 및 복합재료, 사무용품 등 다양한 산업분야에 적용되는 제품을 공급함.
당분기 도료부문 주요매출처는 (주)가나피앤씨, 디씨엠(주), KG스틸(주), LLC ESTES 등이 있음.
당분기 합성수지 부문은 (주)신아티앤씨, 라미켐, 세경산업(주) 등이 주요 매출처임.
출처 : 에프앤가이드"
광명전기,"수배전반,가스절연개폐장치,빌딩자동화시스템,중앙감시반,자동제어반 제조,도소매,무역","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","기업개요
연결회사는 수배전반 등과 관련된 재화의 판매와 태양광발전시스템 과 ESS의 시공, 전기/소방설비 및 기계설비공사를 통한 공사수익 및 부동산 임대를 통한 임대료수익이 주요 수익의 원천임.
광명전기, 이엔에스는 수배전반 사업부문은 영위하며 SWGR, 개폐기, 차단기 등을 주요 재화 및 용역으로하고 주요 매출처는 한국전력공사, 한국수력원자력 등이 있음.
공사수익 사업부문의 주요 매출처는 대한종건,와이케이산업개발 등이 있음.
출처 : 에프앤가이드"
노루홀딩스,지주사업,기타 금융업,"기업개요
동사는 지주회사로 5개의 사업부문 아래 국내외 총 31개의 종속기업으로 구성된 기업임.
종속회사는 건축/공업용 도료부문에 노루페인트, 노루케미칼 등 6개사, 자동차용 도료부문에 노루오토코팅 등 2개사가 있음.
PCM용 도료부문에 노루코일코팅 등 2개사가 있으며 농생명부문에 농업회사법인 더기반 등 5개사가 있으며 노루홀딩스를 포함한 국내외 사업회사 9개사가 기타부문을 구성.
출처 : 에프앤가이드"
다스코,"데크플레이트,도로안전시설물(가드레일,강재방호책),건축용단열재보드(경질우레탄보드),신재생에너지사업","구조용 금속제품, 탱크 및 증기발생기 제조업","기업개요
도로안전시설물 중 차량 방호 울타리 및 방음벽 등을 주력으로 국가기간산업인 SOC 사업과 건축자재사업, 에너지사업 그리고 WBM이 포함된 철강재사업부문을 영위.
동사는 신재생에너지 분야 중 태양의 빛 에너지를 전기로 변환하여 공급하는 태양광 발전 관련 사업을 수행하고 있음.
2017년부터 프로젝트의 개발, EPC, 육상태양광 및 수상태양광 그리고 IPP 운영과 더불어 기존 SOC 사업과 연계해 태양광융복합사업을 진행하고 있음.
출처 : 에프앤가이드"
대동,"경운기,트랙터,이앙기,바인더,수확기(콤바인),농업용엔진 및 부품 제조,판매",특수 목적용 기계 제조업,"기업개요
동사는 한국, 미국, 중국, 유럽 등에 농기계를 제조 및 판매하는 기업으로 본사를 포함하여 9개 종속회사로 구성된 농기계 전문기업임.
동사의 현재 사업부문은 농기계부문, 주물제품부문, 기타부문으로 구성되어 있음.
농기계부문은 농업용 기계인 트랙터, 콤바인, 이앙기 등을 공급하고 있으며, 주물제품부문은 실린더헤드 및 기타 주물제품을 기타부문은 유압기기류 등을 공급하고 있음.
출처 : 에프앤가이드"
대창단조,"자동차,중장비 부품(크랭크샤프트,트랙링크조립체,커넥팅로드,중장비롤러류),기어,동력전달장치,단조가공품,단조품 제조",자동차 신품 부품 제조업,"기업개요
동사는 1955년 11월 대창크랑크 단조공업사로 창업하여 1989년 7월 코스피시장에 상장함.
동사가 영위하는 주요사업으로는 중장비 하부주행체의 무한궤도부분인 링크, 슈 등을 가공조립하여 중장비 생산업체에 OEM 및 A/S 부품을 납품하는 것이 있음.
동사의 주요제품으로는 굴삭기, 불도저등 중장비의 하부주행 부품인 링크(LINK), 로라(ROLLER), 슈(SHOE), 아이들러(IDLER), 시그멘트(SEGMENT) 등이 있음.
출처 : 에프앤가이드"
동부건설,"건축공사,토목공사,전기공사,기계설비공사/비금속,철구조물 제조,판매/여객,자동차 운송,항만하역",토목 건설업,"기업개요
지배회사인 동사의 주요제품 및 서비스는 국내도급공사(건축, 토목, 플랜트)와 기타부대사업으로 구분되고 있음.
종속회사의 주요 제품 및 서비스는 설계, 감리(동부엔지니어링㈜), 부동산업(㈜더파크,㈜필우산업개발) 등이 있음.
2023년 1분기 기준 동사의 매출은 건설부문이 385,180만원으로 전체 매출액중 95.52%를 차지하고 뒤이어 기타부문이 28,925만원을 기록함.
출처 : 에프앤가이드"
삼성중공업,"선박(벌크선,원유운반선),철구조물,에너지플랜트 생산,판매/토목건축업",선박 및 보트 건조업,"기업개요
동사는 사업 부문을 조선해양부문, 토건부문으로 구분하고 있음.
조선해양부문은 초대형컨테이너선, LNG선, 원유운반선 등 선박 및 LNG-FPSO, FPU 등 해양플랫폼을 건조, 판매하고 있으며, 토건부문은 건축 및 토목공사를 수행하고 있음.
선박, 해양플랫폼 등 판매하는 사업은 삼성중공업(영성)유한공사, 큐리어스크레테 유한회사, SHI-MCI FZE등을 주요 종속회사로 하고 있음.
출처 : 에프앤가이드"
아시아나항공,"항공운송(여객운송,화물운송)/항공기 제조,정비수리",항공 여객 운송업,"기업개요
항공운송업은 그 시장의 성격이 매우 상이한 여객과 화물로 나뉘어져 있음.
아시아나항공 등 항공 3사 및 국내 양대 공항공사의 시스템 구축 및 운영 노하우를 기반으로 대외 사업을 영위하고 있으며, 항공/공항IT 전문기업으로서 높은 시장 지위를 확보함.
아시아나항공은 국내여객 9개 도시, 9개 노선, 국제여객 21개 국가, 64개 도시, 71개 노선과 국제화물 12개 국가, 27개 도시, 25개 노선의 네트워크를 보유함.
출처 : 에프앤가이드"
에스원,"부가통신 서비스(경비),안전관리용역,CCTV카메라","경비, 경호 및 탐정업","기업개요
동사는 '종합 안심솔루션 회사'로 주요 사업으로 시큐리티 서비스와 인프라 서비스사업을 영위하고 있음.
시큐리티 서비스 사업은 유ㆍ무선 통신 네트워크를 통해 첨단 보안기기와 관제센터, 출동요원을 연결하여 범죄 및 사고를 예방하는 시스템보안 서비스 제공 및 보안 관련 상품을 판매함.
인프라 서비스 사업은 Facility Management와 Property Management, 투자자문, 매매ㆍ임대차 컨설팅 등의 서비스를 제공함.
출처 : 에프앤가이드"
